receipt_id,brand_code,barcode,quantity_purchased,final_price,item_price,price_after_coupon,points_earned,points_payer_id,needs_fetch_review,needs_fetch_review_reason,description,original_receipt_item_text,metabrite_campaign_id,original_meta_brite_barcode,original_meta_brite_description,original_final_price,original_meta_brite_item_price,original_meta_brite_quantity_purchased,user_flagged_barcode,user_flagged_description,user_flagged_new_item,user_flagged_price,user_flagged_quantity,item_number,partner_item_id,points_not_awarded_reason,rewards_group,rewards_product_partner_id,target_price,prevent_target_gap_points,competitor_rewards_group,competitive_product,discounted_item_price,deleted
5ff1e1b60a7214ada100055c,,034100573065,1,29.0,29.0,0.0,870,5332f709e4b03c9a25efd0f1,False,,MILLER LITE 24 PACK 12OZ CAN,,,,,0.0,0.0,0,,,False,0.0,0,,4,,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,77.0,False,,0,0.0,False
5ff1e1b60a7214ada100055c,,034100573065,1,29.0,29.0,0.0,870,5332f709e4b03c9a25efd0f1,False,,MILLER LITE 24 PACK 12OZ CAN,,,,,0.0,0.0,0,,,False,0.0,0,,5,,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,77.0,False,,0,0.0,False
5ff1e1b60a7214ada100055c,,034100573065,1,29.0,29.0,0.0,870,5332f709e4b03c9a25efd0f1,False,,MILLER LITE 24 PACK 12OZ CAN,,,,,0.0,0.0,0,,,False,0.0,0,,6,,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,77.0,False,,0,0.0,False
5ff1e1b60a7214ada100055c,,034100573065,1,29.0,29.0,0.0,870,5332f709e4b03c9a25efd0f1,False,,MILLER LITE 24 PACK 12OZ CAN,,,,,0.0,0.0,0,,,False,0.0,0,,7,,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,77.0,False,,0,0.0,False
5ff1e1b60a7214ada100055c,,034100573065,1,29.0,29.0,0.0,870,5332f709e4b03c9a25efd0f1,False,,MILLER LITE 24 PACK 12OZ CAN,,,,,0.0,0.0,0,,,False,0.0,0,,8,,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,77.0,False,,0,0.0,False
5ff1e1b60a7214ada100055c,,034100573065,1,29.0,29.0,0.0,870,5332f709e4b03c9a25efd0f1,False,,MILLER LITE 24 PACK 12OZ CAN,,,,,0.0,0.0,0,,,False,0.0,0,,9,,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,77.0,False,,0,0.0,False
5ff1e1b60a7214ada100055c,,034100573065,1,29.0,29.0,0.0,870,5332f709e4b03c9a25efd0f1,False,,MILLER LITE 24 PACK 12OZ CAN,,,,,0.0,0.0,0,,,False,0.0,0,,10,,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,77.0,False,,0,0.0,False
5f9c74f70a7214ad07000037,,075925306254,1,1.0,1.0,0.0,0,,False,,,,,,,0.0,0.0,0,,,False,0.0,0,,1,,KRAFT NATURAL CHEESE - SHREDDED,559c2234e4b06aca36af13c6,0.0,False,,1,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,2,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,3,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,4,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,5,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,6,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,7,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,8,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,9,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,10,,,,0.0,True,,0,0.0,False
5f9c74f70a7214ad07000037,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,29.0,1,,11,,,,0.0,True,,0,0.0,False
5ff1e1b20a7214ada100055a,,4011,1,1.0,1.0,0.0,0,,False,,ITEM NOT FOUND,,,,,0.0,0.0,0,,,False,0.0,0,,1,,,,0.0,False,,0,0.0,False
5ff1e1e90a7214ada1000569,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,4011,,True,25.0,3,,1,,,,0.0,True,,0,0.0,False
5ff1e1e90a7214ada1000569,,,0,0.0,0.0,0.0,0,,True,USER_FLAGGED,,,,,,0.0,0.0,0,034100573065,MILLER LITE 24 PACK 12OZ CAN,True,27.0,3,,2,,,,0.0,True,,0,0.0,False
5ff1e1df0a7214ada1000564,,4011,1,1.0,1.0,0.0,0,,False,,ITEM NOT FOUND,,,,,0.0,0.0,0,,,False,0.0,0,,1,,,,0.0,False,,0,0.0,False
